hate,palabra
0,A
0,bird
0,doesn't
0,sing
0,because
0,it
0,has
0,an
0,"answer,"
0,it
0,sings
0,because
0,it
0,has
0,a
0,song.
0,MAYA
0,ANGELOU
0,#poetry
0,#writing
0,RT
0,@Advil:
0,remember
0,when
0,people
0,boo&#8217;d
0,One
0,Direction
0,and
0,Gaga
0,was
0,having
0,none
0,of
0,it.
0,i
0,love
0,that
0,bitch.
0,RT
0,@Ahki117:
0,&#128514;&#128514;&#128514;
0,RT
0,@K1ngMello:
0,Lmfao
0,"""@Ravie_loso:"
0,How
0,side
0,bitches
0,be
0,when
0,you
0,scoop
0,them
0,up
0,in
0,the
0,daytime!
0,http://t.co/W8sH2AlViA
0,RT
0,@AidanGee1:
0,How
0,I
0,feel
0,playing
0,flappy
0,bird
0,http://t.co/w3PrpiAhZQ
0,RT
0,@AirSimba9:
0,&#128550;@Treslyon:
0,Keyair
0,angels
0,&amp;
0,female
0,party
0,promoters
0,are
0,not
0,for
0,me...
0,Most
0,party
0,promoters
0,are
0,hoes
0,&amp;
0,them
0,angel
0,bitches
0,are
0,&#8230;
0,RT
0,@AirSimba9:
0,&#8220;@Treslyon:
0,Tell
0,a
0,hoe
0,NO
0,for
0,the
0,sanctity
0,of
0,your
0,relationship
0,we
0,gotta
0,stop
0,fucking
0,these
0,woman&#8221;
0,RT
0,@Airjack3:
0,RT
0,@1017_Sqquad:
0,Iont
0,got
0,not
0,type
0,...
0,Bad
0,bitches
0,is
0,the
0,only
0,thing
0,that
0,I
0,like
0,RT
0,@Airrogance:
0,bitch
0,i'm
0,legal
0,so
0,i'm
0,ridin
0,round
0,like
0,rambo
0,!
0,RT
0,@AishaMoodMills:
0,Fox
0,News
0,mocks
0,victim
0,of
0,Ray
0,Rice
0,elevator
0,assault:
0,&#8216;I
0,think
0,the
0,message
0,"is,"
0,take
0,the
0,stairs&#8217;
0,http://t.co/6TKLgUP2Wh
0,ht&#8230;
0,RT
0,@AjalaPilgrim:
0,&#8220;@Selecta_kerry:
0,So
0,why
0,everything
0,u
0,say
0,ghetto
0,u
0,Hadda
0,associate
0,it
0,with
0,jordans
0,&#128532;&#128530;&#128530;&#128530;&#128530;&#8221;
0,isn't
0,it
0,obvious
0,?
0,RT
0,@AlaysiaMichelle:
0,I
0,just
0,wanna
0,get
0,filthy
0,rich
0,&amp;
0,have
0,a
0,nice
0,big
0,house
0,full
0,of
0,bad
0,bitches
0,that
0,I
0,could
0,fuck
0,anytime
0,I
0,want
0,&#128540;
0,RT
0,@Alejvndrv:
0,&#8220;@1ortiz1:
0,Id
0,rather
0,be
0,your
0,niggah&#8221;
0,RT
0,@AlexDavisRaps:
0,"""Pacer"""
0,is
0,short
0,for
0,pussy
1,RT
1,@AlexDavisRaps:
1,fuck.
1,I
1,forgot
1,to
1,wear
1,a
1,belt.
1,i'ma
1,feel
1,like
1,a
1,coon
1,all
1,day
1,now.
0,RT
0,@AlexPappas:
0,Rick
0,Scott
0,Refuses
0,To
0,Appear
0,On
0,Debate
0,Stage
0,Because
0,Charlie
0,Crist
0,Has
0,An
0,Illegal
0,Electronic
0,Fan
0,http://t.co/qTPeHb2seX
0,via&#8230;
0,RT
0,@Alex_Alfarkh:
0,I'm
0,a
0,pussy
1,RT
1,@Alex_Simonson:
1,EVERYONE
1,PRAY
1,FOR
1,MY
1,BROTHER
1,nothin
1,wrong
1,with
1,him
1,he
1,just
1,a
1,bitch
1,lmaoo
1,http://t.co/uDKCfhBUIz
0,RT
0,@AlexaSchwerer:
0,@Jennchesss
0,you
0,and
0,me
0,both!
0,probably
0,some
0,ghetto
0,piece
0,of
0,shit
0,who
0,has
0,nothing
0,better
0,to
0,do
0,with
0,their
0,lives...
1,RT
1,@AlexiisStarr:
1,#OccupySLU
1,"""Ima"
1,fuck
1,me
1,a
1,white
1,"bitch,"
1,slap
1,her
1,and
1,choke
1,"her"""
1,this
1,is
1,what
1,is
1,being
1,said
1,now
1,livestream
1,interview
1,w/
1,#Fe&#8230;
0,RT
0,@AlexisDiamond_:
0,With
0,his
0,bitch
0,ass
0,","
0,buut
0,thaats
0,bae
0,kinda
0,lol
0,(:
2,RT
2,@AlfanoLisa:
2,@Chris_1791
2,@MariaChappelleN
2,Gee
2,isn't
2,cracker
2,a
2,racist
2,term?
2,So
2,tired
2,of
2,these
2,race
2,baiters.
0,RT
0,@AliAbunimah:
0,The
0,people
0,of
0,the
0,ghetto
0,are
0,rising
0,up
0,and
0,fighting
0,back.
0,Whose
0,side
0,are
0,you
0,on?
0,#Gaza
0,RT
0,@AlienAum:
0,Chance.
0,Acid
0,rapper.
0,Soccer
0,hackey-sacker.
0,Cocky
0,khaki
0,jacket
0,jacker.
0,Slap
0,happy
0,faggot
0,slapper.
1,RT
1,@AlissaOnelove:
1,A
1,nigga
1,will
1,talk
1,down
1,on
1,a
1,female
1,with
1,the
1,same
1,mouth
1,he
1,ate
1,her
1,pussy
1,with..
0,RT
0,@AliyahKorea:
0,#Whiteculture
0,thinking
0,weave
0,is
0,"""ratchet"""
0,and
0,"""ghetto"""
0,while
0,"""extensions"""
0,are
0,perfectly
0,fine.
0,RT
0,@AllFucksGiven_:
0,@TrentonStewart
0,them
0,hoes
0,was
0,actin'
0,up.
0,You
0,had
0,to
0,do
0,it.
0,RT
0,@AllHailTaron_:
0,Bruh
0,thank
0,you
0,I'm
0,about
0,to
0,start
0,cumming
0,in
0,these
0,hoes
0,just
0,to
0,scare
0,them.
0,http://t.co/cMCek4h6cv
0,RT
0,@AllHailTaron_:
0,I
0,got
0,the
0,deals
0,for
0,the
0,low.
0,I
0,know
0,you
0,hoes
0,lonely
0,so
0,fuck
0,with
0,these
0,cuffing
0,season
0,specials.
0,&#128184;&#128175;
0,http://t.co/YURpX99Hdb
0,RT
0,@AllKnowA:
0,We
0,all
0,know
0,a
0,bitch
0,boy
0,named
0,Luke
1,RT
1,@AllKnowA:
1,We
1,all
1,know
1,a
1,bitch
1,named
1,Natalie
0,RT
0,@Allan_Son:
0,I
0,got
0,"gatorades,"
0,"Twinkies,"
0,rice
0,"puddings,"
0,"Pringles,"
0,and
0,cookies
0,&#128525;&#128555;
0,RT
0,@Alleycelestine:
0,&#8220;@ViriDoesItt:
0,Kissin
0,small
0,lips
0,is
0,trash
0,lol..&#8221;!!!
0,Yessssss
0,RT
0,@AlliePeralta:
0,&#8220;@pushaxrocca:
0,smh
0,http://t.co/MCeh9G6rmu&#8221;
0,hoes
0,like
0,this
0,are
0,fucking
0,it
0,up
0,for
0,actual
0,loyal
0,girls
0,smh.
0,RT
0,@AllyMarshalll:
0,Good
0,riddance
0,bitches
0,&#128079;&#9996;&#128075;
0,http://t.co/deQBjLFtxz
0,RT
0,@AlmightyAlijah:
0,Told
0,yo
0,bitch
0,get
0,on
0,her
0,knees
0,I
0,don't
0,want
0,no
0,sex&#128526;&#128175;
0,RT
0,@AlmightyVinny_:
0,"""I'm"
0,a
0,soft
0,"more""&#128514;&#128514;&#128557;"
0,hoes
0,dumb
0,man
0,RT
0,@AlmightyVinny_:
0,Fucc
0,hoes
0,dats
0,how
0,I
0,feel
0,RT
0,@AlmightyVinny_:
0,I
0,can
0,tell
0,you
0,a
0,freak
0,bitch
0,don't
0,lie
0,to
0,me
0,RT
0,@AloneInMyOwnWar:
0,Bitches
0,always
0,uploading
0,pics
0,of
0,a
0,famous
0,couple
0,doing
0,simple
0,"shit,"
0,like
0,holding
0,hands
0,talkin
0,bout
0,"""want"
0,"this"""
0,bitch
0,r&#8230;
0,RT
0,@AlvarezJackee:
0,I
0,turn
0,into
0,a
0,bitch
0,real
0,quick.
0,RT
0,@AlxJames10:
0,I
0,mean
0,sometimes
0,eating
0,a
0,carton
0,of
0,Double
0,Stuf
0,Oreos
0,is
0,your
0,only
0,option.
0,RT
0,@Alyssamichh:
0,@Tronkitty
0,bad
0,bitch&#128158;
0,RT
0,@AmEditing:
0,You're
0,responsible
0,for
0,the
0,story
0,inside
0,you.
0,Don't
0,let
0,self-doubt
0,cripple
0,your
0,#creativity.
0,#AmEditing
0,#AmWriting
0,#WriteTip
0,RT
0,@AmPowerBlog:
0,@velvethammer
0,Parent
0,in
0,Phoenix
0,Says
0,Administrators
0,Made
0,Her
0,Son
0,Wear
0,Pink
0,Fairy
0,Wings
0,on
0,First
0,Day
0,of
0,High
0,School
0,http://&#8230;
0,RT
0,@AmandaMarcotte:
0,&#8220;Not
0,all
0,men
0,interrupt
0,women
0,to
0,quibble
0,over
0,irrelevant
0,issues
0,for
0,the
0,sole
0,purpose
0,of
0,derailing
0,a
0,"conversation,&#8221;"
0,he
0,sa&#8230;
0,RT
0,@AmandaNer:
0,@royaltyclubvp
0,yeah
0,after
0,she
0,fed
0,up
0,jealous
0,skinny
0,bitches
0,and
0,became
0,one
0,herself.
0,RT
0,@AmazingTiming:
0,Bad
0,monkey!
0,#AmazingTiming
0,http://t.co/UD5XkiaNVt
0,RT
0,@Amazing_Trey3:
0,Im
0,done
0,wasting
0,my
0,"time,"
0,I'm
0,just
0,going
0,cut
0,a
0,bitch
0,off
0,faster
0,than
0,I
0,blink.
1,RT
1,@Ambeerrxoxo:
1,I'll
1,piss
1,on
1,a
1,hoe
0,RT
0,@Amber_Raynexxx:
0,Taking
0,my
0,dad
0,to
0,dinner...Watching
0,the
0,NHL
0,awards
0,at
0,the
0,sports
0,bar
0,while
0,both
0,my
0,dad
0,and
0,I
0,bitch
0,about
0,this
0,"""LA"
0,"kings""&#8230;"
0,RT
0,@AmberrrNicollle:
0,Do
0,loyal
0,bad
0,bitches
0,exist?
0,Because
0,I
0,want
0,one
0,RT
0,@AmberrrNicollle:
0,You
0,tweet
0,about
0,how
0,you're
0,never
0,good
0,enough
0,for
0,a
0,guy
0,maybe
0,it's
0,because
0,you're
0,a
0,hoe
0,RT
0,@AmberrrNicollle:
0,You're
0,such
0,a
0,fake
0,bitch
0,hahaha
0,RT
0,@Amoreshonta:
0,&#8220;@WestDontCare:
0,Big
0,bird
0,has
0,spoken
0,&#128514;
0,http://t.co/TxCcy3XIEc&#8221;&#128514;&#128514;&#128514;&#128514;&#128553;
0,I
0,was
0,weak
0,then
0,I
0,&#128128;!
1,RT
1,@Amos_Louis:
1,Broke
1,hoes
1,3
1,words
1,"""Out"
1,my
1,"face"""
0,RT
0,@AmyRoseKathryn:
0,Justice
0,for
0,British
0,seagull
0,spray-painted
0,red
0,by
0,thugs!
0,The
0,bird
0,won&#8217;t
0,be
0,able
0,to
0,fly
0,anymore!
0,http://t.co/8PyhwE4L8S
0,h&#8230;
0,RT
0,@Amys22Cents
0,I
0,need
0,to
0,hit
0,the
0,lottery
0,"yo,"
0,this
0,work
0,shit???
0,For
0,the
0,fucking
0,birds!
0,RT
0,@AnAbsurdBird:
0,I
0,just
0,realised
0,my
0,library
0,books
0,are
0,overdue
0,if
0,anyone's
0,looking
0,for
0,a
0,bad
0,bitch
0,RT
0,@AnAbsurdBird:
0,Of
0,course
0,the
0,day
0,I
0,nip
0,out
0,with
0,shit
0,hair
0,&amp;
0,wearing
0,my
0,scruffy/but
0,favourite
0,stolen
0,hoodie
0,is
0,the
0,best
0,time
0,to
0,bump
0,into&#8230;
0,RT
0,@Anastacia_Cole:
0,I
0,like
0,being
0,Asian
0,and
0,all
0,but
0,it's
0,a
0,struggle
0,having
0,squinty
0,eyes
0,in
0,every
0,picture
0,RT
0,@AnayaL8ter:
0,I'm
0,sorry
0,ya
0,woman
0,shouldn't
0,be
0,helping
0,you
0,out
0,financially
0,unless
0,that's
0,ya
0,wife
0,these
0,hoes
0,dumb
0,RT
0,@AndreShakti:
0,Just
0,took
0,electric
0,stim
0,to
0,my
0,pussy!
0,Eeek!
0,Back
0,on
0,@KinkLive
0,in
0,5
0,mins!
0,http://t.co/41apcwSmQN
0,RT
0,@AndrewLuck23:
0,Charlie
0,Crist
0,says
0,OCare
0,has
0,been
0,great?
0,#ccot
0,#tcot
0,#teaparty
0,#PJNET
0,#Independents
0,@jjauthor
0,@BettinaVLA
0,@FLGovScott
0,htt&#8230;
0,RT
0,@Andrew_Jordan54:
0,@WeilAnthony
0,pussy.
0,RT
0,@AndrogyneAdvent:
0,@verbally_abrupt
0,y'all
0,got
0,all
0,the
0,gay
0,hoes
1,RT
1,@AndrogyneAdvent:
1,The
1,thing
1,about
1,Houston
1,and
1,Austin
1,gays
1,is
1,99%
1,are
1,"hoes,"
1,ain't
1,no
1,wholesome
1,bitches
0,RT
0,@AndyMilonakis:
0,I
0,bet
0,Beyonce's
0,pussy
0,tastes
0,like
0,a
0,fresh
0,caramel
0,apple
0,RT
0,@AndyMilonakis:
0,You
0,give
0,these
0,bitches
0,the
0,Amex
0,"once,"
0,they
0,gonna
0,act
0,like
0,a
0,chilly
0,snob
0,and
0,try
0,to
0,go
0,get
0,that
0,cardigan
0,RT
0,@AndyyDotCom:
0,You
0,gotta
0,be
0,a
0,weak
0,bitch
0,to
0,let
0,a
0,couple
0,tweets
0,get
0,you
0,out
0,of
0,character.
0,RT
0,@AngelGuapo23:
0,@wigga32
0,can't
0,dm
0,wigga
0,cause
0,I
0,can't
0,even
0,get
0,a
0,follow
0,back
0,&#128528;
0,RT
0,@AngelHaze:
0,bye
0,bitch.
0,im
0,blocking
0,u
0,RT
0,@onikallah:
0,@AngelHaze
0,i
0,drew
0,you
0,&#128158;
0,http://t.co/60HiEbFWic
0,RT
0,@AngelLongoria1:
0,Neymar
0,fell
0,like
0,a
0,bitch
0,RT
0,@Anisa_So_Thick:
0,@MsSashaBelle
0,ur
0,a
0,wack
0,bitch
0,who
0,sells
0,her
0,pussy
0,for
0,$65.00
0,","
0,lives
0,with
0,her
0,mom
0,then
0,was
0,homeless
0,cut
0,the
0,lies&#128521;
0,http&#8230;
0,RT
0,@Anisa_So_Thick:
0,Now
0,let
0,me
0,write
0,your
0,mom
0,since
0,I
0,have
0,her
0,address
0,&amp;
0,let
0,her
0,know
0,her
0,daughter
0,is
0,in
0,Miami
0,selling
0,pussy
0,for
0,$85
0,&#128536;
1,RT
1,@Anisa_So_Thick:
1,the
1,next
1,call
1,will
1,be
1,to
1,immigration
1,w/
1,your
1,I.d
1,your
1,sex
1,reviews
1,&amp;
1,your
1,ad
1,bitch
1,I
1,warned
1,you
1,","
1,you
1,lie
1,I
1,have
1,facts
1,&amp;&#8230;
0,RT
0,@AnnCoulter:
0,Invite
0,me
0,on
0,your
0,"show,"
0,you
0,lying
0,pussy.
0,RT
0,@Matthops82
0,"""Republicans"
0,are
0,afraid
0,of
0,me.
0,They
0,don't
0,want
0,to
0,talk
0,to
0,"me."""
0,-
0,&#8230;
0,RT
0,@AnnTelnaes:
0,Halloween
0,candy
0,corn
0,bird
0,http://t.co/kTNbyuTYKw
2,RT
2,@Annnna_dav69:
2,I
2,hate
2,trailer
2,trash
2,&#128567;
0,RT
0,@Annnna_dav69:
0,Ima
0,make
0,you
0,my
0,bitch
0,&#128521;
0,RT
0,@Anointed_Mouf:
0,Would
0,be
0,so
0,"happy,"
0,so
0,many
0,bitches
0,would
0,be
0,humbled
0,RT
0,@djdmt:
0,How
0,would
0,you
0,feel
0,if
0,they
0,discontinued
0,the
0,sale
0,of
0,"weave"""
0,RT
0,@Anotherpotheadd:
0,Read
0,my
0,lips
0,"bitch,"
0,what?
0,My
0,mouth
0,isnt
0,workin?
1,RT
1,@AntBreezyOBB:
1,Theses
1,niggas
1,hoes
1,and
1,these
1,bitches
1,greedy
0,RT
0,@AnthonyBialy:
0,.@SenatorReid
0,I'm
0,sure
0,this
0,tweet
0,will
0,protect
0,you
0,from
0,karmic
0,"payback,"
0,bitch.
3,RT
3,@AnthonyBialy:
3,"Well,"
3,Maryland
3,is
3,just
3,a
3,bunch
3,of
3,hateful
3,"rednecks,"
3,anyway.
0,RT
0,@AntiCHILL:
0,Just
0,had
0,a
0,convo
0,wit
0,my
0,ex
0,n
0,she
0,reminded
0,me
0,y
0,she
0,is
0,my
0,ex
0,smh
0,idk
0,y
0,i
0,even
0,answerd
0,for
0,this
0,bitch
0,RT
0,@AntiJokeJamal:
0,A
0,dick
0,has
0,a
0,sad
0,life:
0,His
0,hair
0,is
0,a
0,"mess,"
0,his
0,family
0,is
0,"nuts,"
0,his
0,neighbor's
0,an
0,"asshole,"
0,his
0,best
0,friend's
0,a
0,pussy
0,&
0,...
0,RT
0,@AntiJokeJamal:
0,If
0,you
0,honk
0,your
0,horn
0,.4
0,seconds
0,after
0,the
0,light
0,turns
0,"green,"
0,I
0,will
0,shut
0,off
0,my
0,"car,"
0,lay
0,on
0,the
0,"hood,"
0,and
0,feed
0,birds
0,fo&#8230;
0,RT
0,@Antonio10_C:
0,Yo
0,mother(dedication
0,hoe)
0,-
0,rich
0,homie
0,Tono
0,feat.
0,Childish
0,Miguelito
0,&amp;
0,young
0,patty.....coming
0,soon
0,#sorry4thewait
0,RT
0,@AntzInHerPantz:
0,This
0,what
0,y'all
0,hoes
0,want?
0,&#128528;&#128528;&#128528;&#128528;&#128528;
0,https://t.co/tAGjue7mr7
0,RT
0,@AnunnakiGod:
0,bitch
0,what
0,ocean
0,is
0,this??
0,http://t.co/YLkR2GeJ1Z
0,RT
0,@AprilStearns:
0,RT
0,@GN192
0,Far
0,right
0,hero
0,and
0,all-around
0,RWNJ
0,D'Souza
0,took
0,to
0,twitter
0,on
0,Thanksgiving
0,to
0,mock
0,Trayvon
0,"Martin,"
0,a
0,murdered
0,k&#8230;
2,RT
2,@Arbogucci:
2,Brandon
2,Phelps
2,a
2,hoe
2,ass
2,nigga
2,And
2,wen
2,I
2,see
2,him
2,I'ma
2,smack
2,him
2,like
2,da
2,lil
2,bitch
2,he
2,is
2,#300
1,RT
1,@ArcticFox2016:
1,150
1,Christians
1,MASSACRED
1,By
1,Jihadi
1,Muslims
1,While
1,They
1,Slept!
1,Including
1,"Pastor,"
1,His
1,Wife
1,&amp;
1,Kids
1,http://t.co/VnR60MjFo6
0,RT
0,@ArianaGrande:
0,Oh
0,"Torrence,"
0,I
0,can't
0,stand
0,your
0,cheer
0,leading
0,squad
0,but
0,I
0,love
0,your
0,pom
0,poms...
0,I'll
0,feed
0,you
0,bon
0,bons
0,all
0,night.
0,RT
0,@AriaunaDaVon:
0,&#8220;@WhitDAWGem_:
0,&#8220;@AriaunaDaVon:
0,@WhitDAWGem_
0,bitch
0,go
0,to
0,sleep.
0,You
0,have
0,work
0,in
0,the
0,morning.&#8221;
0,Lol
0,yes
0,master&#8221;
0,&#128557;&#128514;&#128530;
0,RT
0,@Arie_0723:
0,Don't
0,be
0,a
0,bitch
0,to
0,someone
0,who
0,can
0,out
0,bitch
0,you.
2,RT
2,@AriesSpears:
2,These
2,young
2,cats
2,being
2,drafted
2,in
2,the
2,NBA
2,today
2,are
2,walking
2,lotto
2,tickets!
2,Wait
2,till
2,these
2,niggas
2,find
2,out
2,that
2,pussy
2,come&#8230;
1,RT
1,@ArlisDoNotChill:
1,This
1,bitch
1,played
1,too
1,much
1,Subway
1,Surfer
1,http://t.co/BK5UnHQO3z
0,RT
0,@ArmyBulldog20:
0,@AcmeHandle
0,Nothing
0,that
0,the
0,Russians
0,did
0,in
0,their
0,support
0,of
0,the
0,rebels
0,surprises
0,me.
0,Putin
0,views
0,Obama
0,as
0,a
0,pussy.
0,RT
0,@Arrogantiii:
0,Ona
0,niggas
0,I'll
0,really
0,beat
0,dat
0,hoe
0,up
0,RT
0,@ArtAdame1:
0,Your
0,mcm
0,is
0,a
0,lil
0,bitch
0,RT
0,@AsaAkira:
0,A
0,bird
0,just
0,flew
0,into
0,my
0,hotel
0,room.
0,I'd
0,rather
0,get
0,gangbanged
0,by
0,10
0,Mandingos
0,for
0,2
0,days
0,straight
0,than
0,experience
0,that
0,again&#8230;
0,RT
0,@AsapCruz:
0,Omg
0,seriously
0,do
0,bitches
0,still
0,love
0,Sosa??!?
0,RT
0,@AshAmador:
0,Started
0,off
0,with
0,a
0,OZ
0,End
0,up
0,riding
0,fo'
0,deep
0,Pull
0,up
0,to
0,that
0,club
0,like
0,muthaufckin
0,ho
0,you
0,don't
0,know
0,me&#127926;
0,RT
0,@AshleighRollin:
0,&#8220;@ViriDoesItt:
0,Kissin
0,small
0,lips
0,is
0,trash
0,lol..&#8221;
0,Trash
0,RT
0,@AshlynnFullmer:
0,This
0,is
0,my
0,beach
0,bitch
0,@tonydecola
0,http://t.co/uEqoEylafP
0,RT
0,@AshtonMartin97:
0,@WhitfordZach29
0,that's
0,5
0,years
0,away
0,from
0,legal
0,drinking
0,age
0,and
0,14
0,year
0,old
0,pussy
0,??
0,ahaha
0,eat
0,ice
0,cream
0,not
0,pussy
0,bud
1,RT
1,@AsiaCakesss:
1,Y'all
1,be
1,makin
1,your
1,nigga
1,microwaveable
1,dinner.
1,Meanwhile
1,he
1,out
1,there
1,eatin
1,another
1,bitch
1,homemade
1,dinner
0,RT
0,@AskWhy05:
0,I
0,hat
0,that
0,I
0,paint
0,my
0,beard
0,shit...
0,Just
0,eat
0,some
0,pussy
0,and
0,grow
0,you
0,one
0,dawg...
0,Quit
0,tryin
0,to
0,shortcut
0,it
0,RT
0,@AssPicsandVines:
0,When
0,you
0,rubbing
0,on
0,her
0,booty
0,then
0,start
0,playing
0,with
0,her
0,pussy
0,with
0,ya
0,thumb&#128523;
0,&gt;&gt;&gt;&gt;&gt;
0,http://t.co/JJQ5z1CAhg
0,RT
0,@AssholeOfDaYear:
0,Always
0,a
0,bit
0,of
0,irony
0,in
0,the
0,air
0,when
0,chicks
0,call
0,strippers
0,hoes
0,then
0,grind
0,on
0,yo
0,dick
0,4
0,free
0,to
0,the
0,same
0,song
0,stri
0,...
0,RT
0,@AssholeOfDaYear:
0,Beyonce
0,made
0,too
0,many
0,hoodrat
0,anthems
0,to
0,not
0,have
0,been
0,a
0,hoe
0,at
0,some
0,point
0,in
0,her
0,life.
0,RT
0,@AssholeOfDaYear:
0,I
0,hope
0,my
0,kids
0,don&#8217;t
0,disappoint
0,me
0,by
0,coming
0,out
0,"ugly,"
0,I
0,got
0,too
0,many
0,plans
0,to
0,get
0,hoes
0,indirectly
0,with
0,them.
2,RT
2,@AssholeOfDaYear:
2,Rudy
2,Gay
2,a
2,faggot
2,for
2,not
2,changing
2,his
2,last
2,name
2,once
2,he
2,got
2,money.
3,RT
3,@Asshole_God:
3,Hate
3,fags?
3,The
3,answer's
3,yes.
0,RT
0,@AthIeteChamp:
0,Destroying
0,a
0,team
0,that
0,talked
0,trash
0,before
0,the
0,game
0,&gt;&gt;
0,&#128076;
0,RT
0,@AtlasSmugged:
0,women
0,only
0,play
0,casual
0,game
0,like
0,Kim
0,K
0,game
0,&amp;
0,anger
0,bird.
0,They
0,don't
0,play
0,real
0,"games,"
0,like
0,Male
0,Power
0,Fantasy
0,2
0,or
0,Jingoi&#8230;
0,RT
0,@AudrianaReye:
0,That's
0,my
0,bitch
0,man
0,I
0,swear
0,RT
0,@AugustAlsina:
0,&#8220;@SharaPlus2:
0,#AskAugust
0,How
0,Tall
0,are
0,you?
0,I
0,keep
0,getting
0,different
0,answers
0,from
0,different
0,people
0,&#127806;&#128064;&#127806;
0,@AugustAlsina&#8221;&lt;
0,abo&#8230;
0,RT
0,@AustinToEllen:
0,Praying
0,today's
0,m&amp;g
0,pictures
0,don't
0,come
0,out
0,yellow
0,&#128591;
0,RT
0,@AutyAut_:
0,I
0,hate
0,when
0,people
0,say
0,you
0,can't
0,befriend
0,a
0,hoe.
0,How
0,bitch
0,how!?
0,1.
0,I'm
0,only
0,held
0,accountable
0,for
0,my
0,pussy.
0,2.
0,It's
0,all
0,about&#8230;
0,RT
0,@AvengerStratus:
0,There's
0,nothing
0,hotter
0,than
0,a
0,pale
0,albino
0,chick
0,who
0,can
0,play
0,guitar.
1,RT
1,@AveryRondinelli:
1,@tneut10
1,but
1,then
1,who
1,is
1,going
1,to
1,host
1,the
1,baddest
1,bitch
1,competition?
0,RT
0,@Avery_Ave23:
0,&#8220;@iKeepItTooReal:
0,When
0,the
0,trash
0,bag
0,is
0,so
0,full
0,","
0,you
0,can
0,barely
0,tie
0,it....&#128548;&#128548;
0,http://t.co/OtzfiqMWI0&#8221;OMG!!
0,STTOOOPP!!&#128563;&#128514;&#128514;&#128557;&#128557;
0,RT
0,@AwwAdorable:
0,I
0,want
0,a
0,pet
0,monkey
0,&#128553;&#128525;
0,http://t.co/8wy8gDJIEJ
0,RT
0,@AwwBroYouAhHoe:
0,Big
0,booty
0,bitches
0,always
0,win.
0,RT
0,@Ay30Mayne:
0,This
0,next
0,generation
0,is
0,being
0,raised
0,to
0,be
0,a
0,bunch
0,of
0,mindless
0,pussies
0,with
0,no
0,discipline.
1,RT
1,@AyGeraldJay:
1,The
1,ape
1,was
1,like
1,"""Oh"
1,you
1,niggas
1,gon
1,learn
1,"today"""
1,&#128557;&#128128;
1,https://t.co/FYK1XeBgV7
0,RT
0,@AyMrCarter:
0,Apologies
0,trash..
0,What's
0,understood
0,ain't
0,gotta
0,be
0,explained
0,RT
0,@AyeYoitsDupree:
0,Rape
0,is
0,NEVER
0,something
0,to
0,mock
0,like
0,this.
0,I
0,stand
0,with
0,Jada
0,#jadapose
0,http://t.co/uEbuOBwTbg
2,RT
2,@AyeeDeb:
2,Ray
2,J
2,is
2,the
2,perfect
2,example
2,of
2,what
2,happens
2,when
2,you
2,give
2,a
2,lame
2,nigga
2,some
2,pussy.
0,RT
0,@Ayoo_Desiee:
0,Got
0,like
0,10
0,hoes
0,&#128143;&#128143;&#128143;&#128143;
0,3
0,baes
0,&#128107;&#128107;&#128109;
1,RT
1,@Ayyee_Vonte:
1,Why
1,do
1,people
1,have
1,A
1,Problem
1,with
1,Gay
1,People?
1,Know
1,"what,"
1,fuck
1,it...
1,I
1,Got
1,A
1,Problem
1,with
1,you
1,Straight
1,hoes!
1,Now
1,what?
0,RT
0,@AyyyeThatsChubb:
0,Mama
0,said
0,no
0,pussy
0,cats
0,inside
0,my
0,dog
0,house
0,RT
0,@AzlanTheGoat:
0,"""These"
0,hoe
0,ain't
0,"loyal"""
0,-
0,a
0,nigga
0,who
0,cheated
0,on
0,his
0,girl
0,7
0,times
0,and
0,just
0,broke
0,up
0,with
0,him.
0,RT
0,@AzlanTheGoat:
0,Females
0,always
0,talk
0,about
0,how
0,on
0,point
0,their
0,nails
0,and
0,eyebrows
0,"are,"
0,okay
0,bitch
0,your
0,personality
0,is
0,still
0,shit
0,though.
1,RT
1,@B1B_Lancer:
1,Cue
1,the
1,liberal
1,left's
1,Uncle
1,Tom
1,attacks
1,against
1,Tim
1,Scott
1,in
1,4...3...2...
1,#tcot
1,#teaparty
1,#GOP
2,RT
2,@BALTsneakerShow:
2,Water
2,is
2,wet.
2,RT
2,@202SOLE:
2,Nike
2,DC
2,is
2,trash.
0,RT
0,@BARRYCLERJUSTE:
0,Whatchu
0,sayin
0,"hoe,"
0,YOU
0,KNOW
0,IM
0,THE
0,MAN
0,HOE
1,RT
1,@BBflockaJames:
1,Point
1,proven
1,ima
1,catch
1,you
1,bitch
1,RT
1,@Aj_Swagggg:
1,@BBflockaJames
1,ok
1,bud
0,RT
0,@BCniggas:
0,I
0,know
0,plenty
0,of
0,hoes
0,in
0,love
0,with
0,they
0,niggas
0,but
0,it
0,be
0,the
0,same
0,bitch
0,fuckin
0,niggas
0,RT
0,@BG_RAMBOE:
0,"""@1stblock_thomas:"
0,Gotta
0,link
0,with
0,bro
0,Rambo
0,"&#128181;&#128299;"""
0,fashoo
0,nd
0,we
0,gotta
0,PULL
0,Up
0,ona
0,pussy
0,boys
0,RT
0,@BIGBROWNLEE:
0,The
0,Homie
0,@WersMyLIGHTAAAA
0,Got
0,This
0,bitch
0,Rocken
0,RT
0,@BIGHOMIEMARKIE:
0,Dese
0,bitches
